symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,size_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,bos_extension_atr,bos_candles_ago,overhead_atr,underfoot_atr,buy_pressure,accel_ratio,absorption,signals,score_tags,premium,knn_score,swing_trend
METAUSDT,239,325,1785396600,1785474900,SHORT,SL,540.22,519.36,517.38615464,547.83128179,-1.028736054719097,-1.1706884918788303,0.14195243715973327,13,1.56,31.93,0.5154716981132063,0.004750245559160939,1.0815454491520946,base,adaptive disabled,1.15,1.0,69.8,65,100,50,80,OFF,bearish,neutral,FVG,1.064,1,25.997,8.543,0.0615,0.738,2.068,BOS bearish | Vol 1.6x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4hN+1 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.6,bear
MSFTUSDT,244,256,1785401100,1785412800,LONG,TRAIL,422.585,428.923775,441.601325,416.246225,1.3356837982698826,1.2023504649365493,0.13333333333333336,15,3.44,68.08,0.2698650674662671,0.00542345553998671,1.1625663670333333,base,adaptive disabled,1.25,1.0,74.2,65,92,70,80,OFF,bullish,neutral,FVG,1.057,1,2.88,15.765,0.2442,0.0,3.113,BOS bullish | Vol 3.4x | FVG | LiqSweep | MACD_Div | ChoCH | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | BTC+2 | FVG+1 | LiqSweep+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0.675,bear
AMZNUSDT,245,248,1785402000,1785405600,LONG,TRAIL,231.035,234.41,237.3819797,228.9193401,1.5889952841599906,1.3705906152432141,0.21840466891677657,13,1.69,67.31,0.28405797101449365,0.0029945632536716358,1.56506764957871,base,adaptive disabled,1.15,1.0,71.0,55,94,70,80,OFF,bullish,neutral,FVG,2.525,4,0.106,2.782,0.3304,0.0,1.328,BOS bullish | Vol 1.7x | FVG | ChoCH | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF | RelStrengthRisk:1.15,0,0.525,bear
AAPLUSDT,251,260,1785407400,1785416400,SHORT,TRAIL,337.86,335.66801767,331.284053,340.05198233,1.198878599814532,0.8906096914606912,0.3082689083538407,13,10.23,35.22,0.15488721804510922,0.003438477826938343,2.65067566845356,base,adaptive disabled,1.0,1.0,69.3,65,68,70,80,OFF,bearish,neutral,FVG,0.497,1,1.838,2.682,0.1857,0.0,3.656,BOS bearish | Vol 10.2x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1,0,0.225,range
MSFTUSDT,256,262,1785411900,1785418200,LONG,TP2,428.05,434.47075,447.31225,421.62925,3.0,2.8666666666666667,0.1333333333333334,13,2.99,71.93,0.5075757575757568,0.0050268097049141125,1.3104458485060646,base,adaptive disabled,1.0,1.0,75.8,65,100,70,80,OFF,bullish,neutral,FVG,3.541,9,0.473,6.456,0.1152,1.345,2.195,BOS bullish | Vol 3.0x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1,0,0.65,bear
METAUSDT,257,287,1785412800,1785440700,SHORT,SL,530.715,519.36,506.832825,538.675725,-1.1500208837762822,-1.283354217109615,0.13333333333333292,14,2.7,31.86,0.36002320858717934,0.008133188670486702,2.0394249125108246,base,adaptive disabled,1.15,1.0,73.8,65,90,70,80,OFF,bearish,neutral,FVG,0.622,2,19.72,2.856,-0.0799,1.114,2.6,BOS bearish | Vol 2.7x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.625,bull
XAGUSDT,258,274,1785413700,1785429000,LONG,TRAIL,57.915,58.783725,60.521175,57.046275,1.3012572264152764,1.1679238930819427,0.1333333333333337,15,1.53,60.41,0.31578947368421223,0.003943979743919734,0.9921681216677664,base,adaptive disabled,1.15,1.0,78.2,65,97,80,80,OFF,bullish,neutral,OB,0.438,1,0.219,5.301,0.0846,1.0,1.243,BOS bullish | Vol 1.5x | FVG | OB | ChoCH | BullWick | StrongTrend1h | Zone:OB | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | BullWick+1 | Zone:OB+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.4,bull
MSTRUSDT,288,310,1785440700,1785461400,LONG,TRAIL,96.985,98.439775,101.349325,95.530225,1.2321476779262086,1.098814344592875,0.13333333333333353,15,3.22,61.87,0.2647554806070842,0.006105705341583248,1.0974440008419886,base,adaptive disabled,1.25,1.0,82.7,90,91,70,80,CLOSE,bullish,bullish,FVG,0.24,1,1.04,3.407,-0.1639,0.524,2.754,BOS bullish | Vol 3.2x | FVG | ChoCH | Session:CLOSE | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:CLOSE | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.475,bull
EWYUSDT,305,308,1785456000,1785459600,LONG,TRAIL,161.635,164.059525,168.908575,159.210475,1.5417409299388989,1.408407596605565,0.13333333333333397,17,7.69,59.58,0.1561461794019927,0.015387977097202543,2.2561572238530125,base,adaptive disabled,1.25,1.0,81.1,90,68,80,80,OFF,bullish,bullish,OB,0.081,8,-1.0,10.078,0.0973,0.08,2.323,BOS bullish | Vol 7.7x | FVG | OB | ChoCH | BullWick | StrongTrend1h | Zone:OB | MTF 17 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | OB+1 | ChoCH+1 | BullWick+1 | Zone:OB+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.6,bull
GOOGLUSDT,307,338,1785457800,1785486600,LONG,TRAIL,336.33,342.83,345.43381741,333.2953942,2.4859293974335492,2.2642663399122074,0.22166305752134202,15,1.85,68.75,0.42992125984251334,0.0029075623425924534,0.8574993153032351,base,adaptive disabled,1.25,1.0,84.5,90,100,70,80,OFF,bullish,bullish,FVG,1.087,2,1.174,3.88,0.0512,2.412,1.495,BOS bullish | Vol 1.9x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.6,bull
SKHYNIXUSDT,327,330,1785475800,1785479400,LONG,TRAIL,1182.71,1200.45065,1235.93195,1164.96935,0.0,-0.13333333333333366,0.13333333333333366,14,1.4,68.54,0.1557835820895518,0.013059007395852465,1.0868541953741306,base,adaptive disabled,1.25,1.0,80.1,90,78,70,80,OFF,bullish,bullish,FVG,0.38,1,-1.0,7.402,0.1742,0.0,1.205,BOS bullish | Vol 1.4x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.425,bull
AAPLUSDT,328,359,1785476700,1785505500,SHORT,TRAIL,314.28,306.38,300.2524,316.77637645,5.347008037213383,5.0952190892764655,0.25178894793691736,14,2.08,32.46,0.20784313725489467,0.0026634297521402318,0.8674543580375099,base,adaptive disabled,1.15,1.0,81.3,90,84,70,80,OFF,bearish,bearish,FVG,1.373,6,23.665,5.71,-0.1457,0.0,3.852,BOS bearish | Vol 2.1x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.45,bull
GOOGLUSDT,329,360,1785477600,1785506400,LONG,TRAIL,341.565,344.95885238,351.74655713,338.17114762,1.0637604411552646,0.8624759056151536,0.201284535540111,16,3.68,65.82,0.392523364485974,0.0024761428915522866,1.2624577015267155,base,adaptive disabled,1.25,1.0,90.5,90,100,90,80,OFF,bullish,bullish,FVG,1.03,1,1.627,9.841,0.2626,0.5,1.75,BOS bullish | Vol 3.7x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.65,bull
EWYUSDT,330,342,1785478500,1785490200,LONG,SL,167.205,169.713075,174.729225,164.696925,-1.0665550272619402,-1.1998883605952726,0.13333333333333233,13,1.76,69.46,0.23849372384937392,0.007216928227852492,0.9969500440382296,base,adaptive disabled,1.25,1.0,76.1,90,88,50,80,OFF,bullish,bullish,FVG,1.323,4,-1.0,6.315,0.2338,0.0,2.467,BOS bullish | Vol 1.8x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.625,range
MRVLUSDT,338,359,1785485700,1785505500,LONG,TRAIL,195.97,200.92,204.78865,193.03045,0.0,-0.13333333333333347,0.13333333333333347,17,1.93,63.14,0.3036354326676906,0.01042898681258878,1.1152814870289631,base,adaptive disabled,1.25,1.0,80.7,90,96,60,80,OFF,bullish,bullish,OB,0.241,1,0.895,4.124,0.3792,0.309,2.75,BOS bullish | Vol 1.9x | FVG | OB | ChoCH | Engulfing | BullWick | StrongTrend1h | Zone:OB | MTF 17 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | OB+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:OB+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.525,range
AAPLUSDT,340,359,1785487500,1785505500,SHORT,TRAIL,311.78,306.38,300.56077387,315.51974204,2.8996679990873475,2.732929225842977,0.16673877324437017,15,1.31,35.66,0.3530326594090201,0.005666582702255081,1.5987931267502622,base,adaptive disabled,1.15,1.0,87.5,90,100,80,80,OFF,bearish,bearish,OB,1.731,6,21.932,2.77,-0.3246,1.402,1.194,BOS bearish | Vol 1.3x | FVG | OB | ChoCH | StrongTrend1h | Zone:OB | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.425,bear
MSFTUSDT,340,358,1785487500,1785504600,LONG,TRAIL,447.37,452.65,457.2,445.04653344,2.2717182284139636,1.8866298370406849,0.38508839137327866,20,2.09,57.93,0.15760111576010935,0.002933930357233538,1.4115675258503848,base,adaptive disabled,1.25,1.0,86.1,90,78,90,80,OFF,bullish,bullish,FVG,0.156,2,9.513,2.907,0.0662,0.0,3.066,BOS bullish | Vol 2.1x | FVG | LiqSweep | MACD_Div | Engulfing | StrongTrend1h | Zone:FVG | MTF 20 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | MACD_Div+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | NestedOB_1h+2 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.7,bear
INTCUSDT,342,359,1785489300,1785505500,LONG,TRAIL,95.21,97.45,99.49445,93.78185,0.0,-0.13333333333333444,0.13333333333333444,15,1.31,59.91,0.17417783191230274,0.007035651932754378,1.0885652941214137,base,adaptive disabled,1.25,1.0,83.5,90,80,80,80,OFF,bullish,bullish,OB,0.057,1,1.269,7.87,0.1031,0.0,1.673,BOS bullish | Vol 1.3x | FVG | OB | ChoCH | StrongTrend1h | Zone:OB | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.55,range
AMZNUSDT,347,352,1785493800,1785499200,LONG,SL,265.525,269.507875,277.473625,261.542125,-1.105984998273859,-1.239318331607193,0.13333333333333403,14,1.92,71.77,0.5177993527508115,0.005731151181996408,1.7583717650293231,base,adaptive disabled,1.15,1.0,78.5,90,100,50,80,OFF,bullish,bullish,FVG,4.441,9,-1.0,25.28,0.1663,0.201,1.691,BOS bullish | Vol 1.9x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | TrendPairRisk:1.15,0,0.675,bear
AAPLUSDT,353,359,1785499200,1785505500,SHORT,TRAIL,309.79,306.08840329,298.68520986,313.49159671,2.3917073698327824,2.224325548272864,0.1673818215599186,16,1.63,33.21,0.31311706629054975,0.004173438216953223,1.1992317283783178,base,adaptive disabled,1.15,1.0,86.9,90,97,80,80,OFF,bearish,bearish,OB,0.64,4,22.707,1.191,-0.2252,1.085,1.351,BOS bearish | Vol 1.6x | FVG | OB | BearWick | StrongTrend1h | Zone:OB | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | OB+1 | BearWick+1 | Zone:OB+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.625,bear
MSFTUSDT,353,358,1785499200,1785504600,LONG,TRAIL,447.37,452.65,457.2,445.00783331,2.233844611761773,1.855065246280158,0.37877936548161517,16,1.4,57.9,0.22170900692840476,0.0035049494754769684,1.8244892228920973,base,adaptive disabled,1.25,1.0,73.7,90,76,50,80,OFF,bullish,bullish,FVG,0.369,1,8.211,3.384,0.0016,1.4,0.963,BOS bullish | Vol 1.4x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | NestedOB_1h+2 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.675,range
GOOGLUSDT,384,595,1785527100,1785717900,LONG,TRAIL,355.785,361.121775,371.795325,350.448225,1.0218353742435105,0.8885020409101783,0.1333333333333322,16,2.71,69.27,0.20418271876719737,0.00539774161944142,1.8264929498933864,base,adaptive disabled,1.25,1.0,88.3,90,74,100,80,CLOSE,bullish,bullish,OB,1.508,9,-1.0,11.788,-0.1927,1.027,1.762,BOS bullish | Vol 2.7x | FVG | OB | ChoCH | Session:CLOSE | StrongTrend1h | Zone:OB | MTF 16 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:CLOSE | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.75,range
NVDAUSDT,384,611,1785527100,1785732300,LONG,TRAIL,199.71,202.70565,208.69695,196.71435,1.0381499062520518,0.904816572918719,0.1333333333333328,14,2.47,66.0,0.24767225325884426,0.007700502327264024,2.467762592588577,base,adaptive disabled,1.25,1.0,71.5,65,79,70,80,CLOSE,bullish,neutral,FVG,0.917,2,-1.0,5.671,-0.0493,1.354,2.116,BOS bullish | Vol 2.5x | FVG | ChoCH | Session:CLOSE | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:CLOSE | Strong1h+1 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0.525,bull
SPYUSDT,384,386,1785527100,1785529800,LONG,TRAIL,740.955,743.91882,749.84646,737.99118,2.177879062401391,1.6778790624014004,0.49999999999999073,17,2.21,58.44,0.32885906040268226,0.0018814538988078209,2.123106697295629,base,adaptive disabled,1.25,1.0,91.3,90,89,100,80,CLOSE,bullish,bullish,OB,0.238,3,-1.0,7.808,0.195,0.107,1.115,BOS bullish | Vol 2.2x | FVG | OB | ChoCH | Session:CLOSE | StrongTrend1h | Zone:OB | MTF 17 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:CLOSE | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.45,bull
BZUSDT,619,626,1785738600,1785745800,SHORT,SL,83.385,82.0,81.12515514,84.13828162,-1.373988124122825,-1.5953794279488773,0.2213913038260524,17,1.34,34.37,0.2701754385964944,0.0043353027661824665,1.258732734182722,base,adaptive disabled,1.15,1.0,82.9,90,92,70,80,OFF,bearish,bearish,FVG,1.012,1,8.531,1.045,0.0197,4.5,0.943,BOS bearish | Vol 1.3x | FVG | ChoCH | Engulfing | BearWick | StrongTrend1h | Zone:FVG | MTF 17 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | BearWick+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.55,range
CLUSDT,619,691,1785738600,1785804300,SHORT,SL,79.655,78.50888811,76.21666433,80.80111189,-1.2433341041423074,-1.3823344944096136,0.13900039026730626,17,2.27,30.17,0.37583892617450304,0.004581343837848952,1.2392535081396807,base,adaptive disabled,1.15,1.0,93.5,90,100,100,80,OFF,bearish,bearish,OB,1.614,7,7.355,1.179,-0.1319,2.027,1.745,BOS bearish | Vol 2.3x | FVG | OB | ChoCH | BearWick | StrongTrend1h | Zone:OB | MTF 17 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | OB+1 | ChoCH+1 | BearWick+1 | Zone:OB+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.475,range
